Starting week,Reached $20M,Reaching date,Weeks to $20M,Weeks observed,Total top-ups,Total capital incl. $600,Final balance,Catch-up top-ups,Flat $115 top-ups,Catch-up weeks,Flat weeks,Tax paid
2018-11-23,Yes,2023-02-03,217.0,217,123404.108172315,124004.108172315,27947852.187082317,78209.108172315,45195.0,86,131,2790267.099089999
2018-11-30,Yes,2023-02-03,216.0,216,123105.11373720401,123705.11373720401,27208225.31528721,76875.11373720401,46230.0,82,134,2715742.989450001
2018-12-07,Yes,2023-02-03,215.0,215,122553.21228153203,123153.21228153203,25699172.341611523,77358.21228153203,45195.0,84,131,2563655.6536699994
2018-12-14,Yes,2023-02-03,214.0,214,122226.46789620288,122826.46789620288,24651077.416096203,77376.46789620288,44850.0,84,130,2457989.7048000004
2018-12-21,Yes,2023-02-03,213.0,213,121922.44140306496,122522.44140306496,23628628.646203063,77072.44140306496,44850.0,83,130,2354924.2161999997
2018-12-28,Yes,2023-02-03,212.0,212,121711.21417518178,122311.21417518178,22673954.012665175,77551.21417518178,44160.0,84,128,2258677.86351
2019-01-04,Yes,2023-02-03,211.0,211,121530.48022983903,122130.48022983903,21732966.151849844,77370.48022983903,44160.0,83,128,2163785.28438
2019-01-11,Yes,2023-02-03,210.0,210,121344.63125821916,121944.63125821916,20827428.21190822,77529.63125821916,43815.0,83,127,2072494.59035
2019-01-18,Yes,2023-02-10,210.0,210,122280.01391217145,122880.01391217145,25377642.370992173,78810.01391217145,43470.0,84,126,1986124.8659199998
2019-01-25,Yes,2023-02-10,209.0,209,121940.05333700616,122540.05333700616,24394239.41743701,78470.05333700616,43470.0,83,126,1908143.3259
2019-02-01,Yes,2023-02-10,208.0,208,121693.50096197738,122293.50096197738,23348991.886611983,78223.50096197738,43470.0,82,126,1825222.94735
2019-02-08,Yes,2023-02-10,207.0,207,121420.54526505012,122020.54526505012,22407284.175905053,77950.54526505012,43470.0,81,126,1750514.62036
2019-02-15,Yes,2023-02-10,206.0,206,121089.06719622022,121689.06719622022,21416363.722136214,78309.06719622022,42780.0,82,124,1671945.1230600006
2019-02-22,Yes,2023-02-10,205.0,205,120304.13976938013,120904.13976938013,20461443.911889378,77869.13976938013,42435.0,82,123,1596322.6488800002
2019-03-01,Yes,2023-02-17,205.0,205,121530.04153050728,122130.04153050728,22698485.871510506,79095.04153050728,42435.0,82,123,1531139.8250199999
2019-03-08,Yes,2023-02-17,204.0,204,122230.43761285895,122830.43761285895,21150582.97681286,82900.43761285895,39330.0,90,114,1424638.0917999996
2019-03-15,Yes,2023-02-17,203.0,203,121770.21987833391,122370.21987833391,20319381.833438333,82440.21987833391,39330.0,89,114,1367677.6414400002
2019-03-22,Yes,2023-03-24,207.0,207,126179.71049409118,126779.71049409118,23151036.638184093,86504.71049409118,39675.0,92,115,1322501.2413099995
2019-03-29,Yes,2023-03-24,206.0,206,125888.27906611597,126488.27906611597,22387481.377746113,86213.27906611597,39675.0,91,115,1277990.92532
2019-04-05,Yes,2023-03-24,205.0,205,125070.75046518273,125670.75046518273,21703289.73192518,85395.75046518273,39675.0,90,115,1238265.0295399998
2019-04-12,Yes,2023-03-24,204.0,204,123887.7567335866,124487.7567335866,20763163.78961359,84557.7567335866,39330.0,90,114,1183685.6261200001
2019-04-18,Yes,2023-05-19,211.0,211,131506.75140306496,132106.75140306496,20697601.73917306,91486.75140306496,40020.0,95,116,1135846.8122299998
2019-04-26,Yes,2023-05-26,211.0,211,131104.3021751818,131704.3021751818,20600996.11538518,90739.30217518179,40365.0,94,117,1090553.89479
2019-05-03,Yes,2023-07-14,217.0,217,137788.69622983903,138388.69622983903,21572044.071859837,97423.69622983903,40365.0,100,117,1045675.01737
2019-05-10,Yes,2023-07-14,216.0,216,138732.17093971884,139332.17093971884,20482813.471249714,99747.17093971882,38985.0,103,113,991215.36069
2019-05-17,Yes,2023-07-28,217.0,217,139996.18938250607,140596.18938250607,22974069.47936251,101356.18938250605,38640.0,105,112,952992.7580199998
2019-05-24,Yes,2023-07-28,216.0,216,138851.1957918718,139451.1957918718,22207524.22724187,100556.19579187181,38295.0,105,111,920491.62155
2019-05-31,Yes,2023-07-28,215.0,215,138235.58617404,138835.58617404,21384660.137234036,100630.58617404001,37605.0,106,109,885479.3869399998
2019-06-07,Yes,2023-07-28,214.0,214,137900.5820277895,138500.5820277895,20593389.199767787,100640.5820277895,37260.0,106,108,851731.78226
2019-06-14,Yes,2023-09-01,218.0,218,142272.9467918718,142872.9467918718,22054789.66669187,105012.94679187181,37260.0,110,108,819603.2450999998
2019-06-21,Yes,2023-09-01,217.0,217,141818.63617404003,142418.63617404003,21186029.60039404,104903.63617404002,36915.0,110,107,786308.0577799999
2019-06-28,Yes,2023-09-01,216.0,216,141228.1250277895,141828.1250277895,20356140.385047793,104313.1250277895,36915.0,109,107,754543.66398
2019-07-05,Yes,2023-10-20,222.0,222,147662.83906920097,148262.83906920097,21952755.878799208,111437.83906920097,36225.0,117,105,722209.23427
2019-07-12,Yes,2023-10-20,221.0,221,147314.03728153202,147914.03728153202,21185660.97854153,111089.03728153202,36225.0,116,105,696057.9787399999
2019-07-19,Yes,2023-10-20,220.0,220,146949.0668962029,147549.0668962029,20380736.5184162,110724.06689620289,36225.0,115,105,668644.54048
2019-07-26,Yes,2023-10-27,220.0,220,147694.14540306496,148294.14540306496,21830233.77192306,112159.14540306496,35535.0,117,103,646121.9974800003
2019-08-02,Yes,2023-10-27,219.0,219,147431.9501751818,148031.9501751818,21005974.997865178,113966.95017518179,33465.0,122,97,620733.86631
2019-08-09,Yes,2023-10-27,218.0,218,145685.249229839,146285.249229839,20302320.179169837,111875.24922983903,33810.0,120,98,599410.77906
2019-08-16,Yes,2023-11-03,218.0,218,145835.8523358042,146435.8523358042,34291612.0976258,112025.85233580419,33810.0,120,98,571947.71071
2019-08-23,Yes,2023-11-03,217.0,217,146324.89778545854,146924.89778545854,32818125.98104545,113549.89778545854,32775.0,122,95,546072.1497399999
2019-08-30,Yes,2023-11-03,216.0,216,145584.4501774723,146184.4501774723,31339520.51158748,113154.45017747229,32430.0,122,94,520426.82659
2019-09-06,Yes,2023-11-03,215.0,215,143972.07893971883,144572.07893971883,30268874.131159723,110162.07893971883,33810.0,117,98,502088.0647799999
2019-09-13,Yes,2023-11-03,214.0,214,143621.0276632295,144221.0276632295,29037839.04193323,110846.02766322951,32775.0,119,95,480638.07273000013
2019-09-20,Yes,2023-11-03,213.0,213,142920.92417404003,143520.92417404003,28068278.03491404,109800.92417404002,33120.0,117,96,463860.6332599999
2019-09-27,Yes,2023-11-03,212.0,212,142580.2160277895,143180.2160277895,27194012.177507788,109805.21602778949,32775.0,117,95,448647.3435199999
2019-10-04,Yes,2023-11-03,211.0,211,145373.36691217145,145973.36691217145,26372272.770442173,114323.36691217145,31050.0,121,90,433644.84947
2019-10-11,Yes,2023-11-03,210.0,210,144766.6293370062,145366.6293370062,25265245.78334701,113716.62933700618,31050.0,120,90,414438.68198999995
2019-10-18,Yes,2023-11-03,209.0,209,143684.73993971883,144284.73993971883,24231117.15261972,111944.73993971883,31740.0,117,92,396622.23132
2019-10-25,Yes,2023-11-03,208.0,208,143236.74738250606,143836.74738250606,23277218.36509251,111841.74738250606,31395.0,117,91,380034.50229
2019-11-01,Yes,2023-11-03,207.0,207,142908.32879187184,143508.32879187184,22346344.319081873,111858.32879187183,31050.0,117,90,363854.42871
2019-11-08,Yes,2023-11-03,206.0,206,142118.91627198923,142718.91627198923,21787270.43325199,110378.91627198925,31740.0,114,92,354265.61302000005
2019-11-15,Yes,2023-11-03,205.0,205,141866.10351120992,142466.10351120992,20937579.428131208,111161.10351120992,30705.0,116,89,339466.73038
2019-11-22,Yes,2023-11-03,204.0,204,141519.83813526636,142119.83813526636,20328598.56328527,111504.83813526636,30015.0,117,87,328911.56785
2019-11-29,Yes,2023-11-10,204.0,204,142077.48896197736,142677.48896197736,26587579.832901977,112062.48896197737,30015.0,117,87,316328.29705999995
2019-12-06,Yes,2023-11-10,203.0,203,141614.1774940912,142214.1774940912,25737228.697934095,112634.17749409119,28980.0,119,84,305498.34456
2019-12-13,Yes,2023-11-10,202.0,202,141338.52819622023,141938.52819622023,24984516.936066225,112358.52819622021,28980.0,118,84,295838.72613
2019-12-20,Yes,2023-11-10,201.0,201,141000.5386853782,141600.5386853782,24194023.57872538,112020.5386853782,28980.0,117,84,285744.2839599999
2019-12-27,Yes,2023-11-10,200.0,200,140134.02974541602,140734.02974541602,23348237.724455416,111499.029745416,28635.0,117,83,275030.39428999997
2020-01-03,Yes,2023-11-10,199.0,199,139749.07788922876,140349.07788922876,22298430.95379923,111114.07788922876,28635.0,116,83,261592.81909
2020-01-10,Yes,2023-11-10,198.0,198,138991.89827198925,139591.89827198925,21151567.026501987,111391.89827198925,27600.0,118,80,246992.92877
2020-01-17,Yes,2023-11-10,197.0,197,138277.58423635334,138877.58423635334,20092508.295286357,110677.58423635334,27600.0,117,80,233517.22095
2020-01-24,Yes,2023-11-17,197.0,197,138456.55913526635,139056.55913526635,24119616.02281527,110856.55913526636,27600.0,117,80,219413.05032
2020-01-31,Yes,2023-11-17,196.0,196,137725.28396197737,138325.28396197737,22827025.181121975,110125.28396197737,27600.0,116,80,206478.26984000005
2020-02-07,Yes,2023-11-17,195.0,195,137728.38026505013,138328.38026505013,21673987.20569505,110473.38026505012,27255.0,116,79,194765.04856999998
2020-02-14,Yes,2023-11-17,194.0,194,136790.0136853782,137390.0136853782,21357319.731615376,108500.01368537819,28290.0,112,82,191791.04507
2020-02-21,Yes,2023-11-17,193.0,193,135992.94073720402,136592.94073720402,20129338.107747205,107702.94073720402,28290.0,111,82,179507.48199
2020-02-28,Yes,2023-11-24,193.0,193,136921.69184421437,137521.69184421437,22074683.612864215,108976.69184421437,27945.0,112,81,168242.61397999997
2020-03-06,Yes,2023-11-24,192.0,192,137421.5425112099,138021.5425112099,20971087.144591212,110511.54251120992,26910.0,114,78,158481.61591999998
2020-03-27,Yes,2023-12-15,194.0,194,140731.70951120992,141331.70951120992,20635485.277271207,114856.70951120992,25875.0,119,75,143001.92223999996
2020-04-03,Yes,2024-01-19,198.0,198,145749.0898863253,146349.0898863253,20957932.859866325,120219.08988632528,25530.0,124,74,3589142.38102
2020-04-09,Yes,2024-01-19,197.0,197,141144.63849409117,141744.63849409117,21529820.87824409,114579.63849409118,26565.0,120,77,3689117.83825
2020-04-17,Yes,2024-01-19,196.0,196,141434.35406611598,142034.35406611598,20246691.69448612,115214.35406611596,26220.0,120,76,3467200.10058
2020-04-24,Yes,2024-02-02,197.0,197,144790.94746518275,145390.94746518275,21636524.93884518,119605.94746518275,25185.0,124,73,3274986.4896199997
2020-05-01,Yes,2024-02-02,196.0,196,145694.31569873946,146294.31569873946,20353701.37863874,121199.31569873946,24495.0,125,71,3078579.07706
2020-05-08,Yes,2024-02-09,196.0,196,146359.4210179325,146959.4210179325,23678797.82433793,121864.4210179325,24495.0,125,71,2881472.08868
2020-05-15,Yes,2024-02-09,195.0,195,146678.5130985,147278.5130985,22214794.4438385,122528.5130985,24150.0,125,70,2701121.0262600007
2020-05-22,Yes,2024-02-09,194.0,194,146275.1133,146875.1133,20756255.222090002,122125.1133,24150.0,124,70,2521626.4882099996
2020-05-29,Yes,2024-06-28,213.0,213,166415.15899999999,167015.15899999999,20388520.29067,142610.15899999999,23805.0,144,69,2344447.7923299996
2020-06-05,Yes,2024-07-05,213.0,213,168832.76172006916,169432.76172006916,26176011.432660073,148132.76172006916,20700.0,153,60,2085453.7510600004
2020-06-12,Yes,2024-07-05,212.0,212,169704.9131866544,170304.9131866544,25238610.429816652,149349.9131866544,20355.0,153,59,2009184.4163700002
2020-06-19,Yes,2024-07-05,211.0,211,170315.80728153203,170915.80728153203,24265847.052641533,150305.80728153203,20010.0,153,58,1930072.4316399994
2020-06-26,Yes,2024-07-05,210.0,210,170794.6838800648,171394.6838800648,23356405.877960067,151474.6838800648,19320.0,154,56,1856163.2509200003
2020-07-02,Yes,2024-07-05,209.0,209,171099.23200000002,171699.23200000002,22424048.012519993,151779.23200000002,19320.0,153,56,1780430.6614799998
2020-07-10,Yes,2024-07-05,208.0,208,172507.63362837737,173107.63362837737,21309112.498838376,156292.63362837737,16215.0,161,47,1689610.9747900001
2020-07-17,Yes,2024-07-05,207.0,207,172278.45987883004,172878.45987883004,20708918.118148826,156063.45987883004,16215.0,160,47,1640981.8857299997
2020-07-24,Yes,2024-07-05,206.0,206,172153.54212328233,172753.54212328233,20131502.90593328,155938.54212328233,16215.0,159,47,1594121.31819
2020-07-31,Yes,2024-07-05,205.0,205,172212.65098400222,172812.65098400222,20488333.830634,156687.65098400222,15525.0,160,45,1623072.4283499997
2020-08-07,Yes,2024-08-16,210.0,210,177749.2357693801,178349.2357693801,20594459.385689378,163259.2357693801,14490.0,168,42,1575193.5240800001
2020-08-14,Yes,2024-08-16,209.0,209,177078.82753050732,177678.82753050732,20023201.949730508,163623.82753050732,13455.0,170,39,1530528.8727999998
2020-08-21,Yes,2024-08-23,209.0,209,178339.47389043757,178939.47389043757,22687428.02052044,165229.47389043757,13110.0,171,38,1487617.4873699998
2020-08-28,Yes,2024-08-23,208.0,208,177506.16761285893,178106.16761285893,22069609.68647286,164396.16761285893,13110.0,170,38,1446221.44314
2020-09-04,Yes,2024-08-23,207.0,207,177243.4738783339,177843.4738783339,21476661.690828335,165513.4738783339,11730.0,173,34,1406354.55805
2020-09-11,Yes,2024-08-23,206.0,206,177051.2148962029,177651.2148962029,21030296.210516203,164976.2148962029,12075.0,171,35,1376334.4453800002
2020-09-18,Yes,2024-08-23,205.0,205,176353.98040306498,176953.98040306498,20492268.835333064,164278.98040306498,12075.0,170,35,1340241.9030699998
2020-09-25,Yes,2024-09-13,207.0,207,178692.66617518177,179292.66617518177,31203717.33455518,166617.66617518177,12075.0,172,35,1305493.0396200002
2020-10-02,Yes,2024-09-13,206.0,206,178257.96622983902,178857.96622983902,30455163.61881984,166182.96622983902,12075.0,171,35,1273345.4274099998
2020-10-09,Yes,2024-09-13,205.0,205,177116.85225821915,177716.85225821915,29708718.278048217,164696.85225821915,12420.0,169,36,1241333.1672099996
2020-10-16,Yes,2024-09-13,204.0,204,177762.07125821916,178362.07125821916,29253153.247988217,165687.07125821916,12075.0,169,35,1221618.07827
2020-10-23,Yes,2024-09-13,203.0,203,177001.31291217147,177601.31291217147,28566819.42292217,164926.31291217147,12075.0,168,35,1192242.3089899998
2020-10-30,Yes,2024-09-13,202.0,202,176510.97833700618,177110.97833700618,27865157.687507007,165125.97833700618,11385.0,169,33,1162102.55883
2020-11-06,Yes,2024-09-13,201.0,201,176028.88293971884,176628.88293971884,27245266.13456972,164988.88293971884,11040.0,169,32,1135472.83637
2020-11-13,Yes,2024-09-13,200.0,200,175349.80938250606,175949.80938250606,26611942.642172508,164999.80938250606,10350.0,170,30,1108353.6302099999
2020-11-20,Yes,2024-09-13,199.0,199,174882.83879187182,175482.83879187182,26047425.840251874,164532.83879187182,10350.0,169,30,1084111.5315399999
2020-11-27,Yes,2024-09-13,198.0,198,173871.34717404,174471.34717404,25479312.83291404,164556.34717404,9315.0,171,27,1059770.00226
2020-12-04,Yes,2024-09-13,197.0,197,173495.6560277895,174095.6560277895,24940036.32555779,164180.6560277895,9315.0,170,27,1036619.1974699999
2020-12-11,Yes,2024-09-13,196.0,196,172926.56014621005,173526.56014621005,24439296.41177621,163956.56014621005,8970.0,170,26,1015178.9723699999
2020-12-18,Yes,2024-09-13,195.0,195,172487.98559924407,173087.98559924407,23976835.336829245,163517.98559924407,8970.0,169,26,995361.9837699998
2020-12-24,Yes,2024-09-13,194.0,194,171939.16414621004,172539.16414621004,23471005.640276216,163314.16414621004,8625.0,169,25,973648.4588700002
2020-12-31,Yes,2024-09-13,193.0,193,168114.45359924407,168714.45359924407,25332118.630509242,157764.45359924407,10350.0,163,30,1054566.46409
2021-01-08,Yes,2024-09-13,192.0,192,166138.96788922878,166738.96788922878,24811908.44038923,155443.96788922878,10695.0,161,31,1032559.9875000002
2021-01-15,Yes,2024-09-13,191.0,191,165683.87027198926,166283.87027198926,24299465.599591985,154988.87027198926,10695.0,160,31,1010584.62968
2021-01-22,Yes,2024-09-13,190.0,190,163837.86429591538,164437.86429591538,23781570.143815912,152452.86429591538,11385.0,157,33,988663.5734799999
2021-01-29,Yes,2024-09-13,189.0,189,162379.2793358042,162979.2793358042,23239127.356415804,150649.2793358042,11730.0,155,34,965532.3419199999
2021-02-05,Yes,2024-09-13,188.0,188,159557.09978545853,160157.09978545853,22651009.746665455,146792.09978545853,12765.0,151,37,940756.4521199998
2021-02-12,Yes,2024-09-13,187.0,187,159209.9472650501,159809.9472650501,22262299.544605047,146099.9472650501,13110.0,149,38,924096.0106600001
2021-02-19,Yes,2024-09-13,186.0,186,158087.73117404,158687.73117404,21756141.131324038,146012.73117404,12075.0,151,35,902512.9608499998
2021-02-26,Yes,2024-09-13,185.0,185,157764.7330277895,158364.7330277895,21384112.76946779,145689.7330277895,12075.0,150,35,886589.9175600002
2021-03-05,Yes,2024-09-13,184.0,184,156462.6056283774,157062.6056283774,20860958.939488377,144387.6056283774,12075.0,149,35,864326.2271400001
2021-03-12,Yes,2024-09-13,183.0,183,155984.38859924406,156584.38859924406,20481910.70031924,143219.38859924406,12765.0,146,37,848105.3202799999
2021-03-19,Yes,2024-09-13,182.0,182,154687.79929591538,155287.79929591538,20058164.987645917,143302.79929591538,11385.0,149,33,830134.13665
2021-03-26,Yes,2024-09-20,182.0,182,153113.31733580417,153713.31733580417,24698425.032495804,141383.31733580417,11730.0,148,34,809256.40484
2021-04-01,Yes,2024-09-20,181.0,181,151137.49887883005,151737.49887883005,24127141.77521883,138372.49887883005,12765.0,144,37,790132.3496600002
2021-04-09,Yes,2024-09-20,180.0,180,150141.38313526637,150741.38313526637,23778039.033375267,136686.38313526637,13455.0,141,39,778472.8837599998
2021-04-16,Yes,2024-09-20,179.0,179,147944.81593971883,148544.81593971883,23257672.19120972,134489.81593971883,13455.0,140,39,761128.27073
2021-04-23,Yes,2024-09-20,178.0,178,146317.81438250607,146917.81438250607,22810725.318922505,132517.81438250607,13800.0,138,40,746243.7404599999
2021-04-30,Yes,2024-09-20,177.0,177,142727.0977918718,143327.0977918718,22307705.92221187,127547.09779187181,15180.0,133,44,729769.60958
2021-05-07,Yes,2024-09-20,176.0,176,141242.58817404002,141842.58817404002,21829538.18411404,125717.58817404002,15525.0,131,45,713693.70806
2021-05-14,Yes,2024-09-20,175.0,175,139136.75027198927,139736.75027198927,21324068.01994199,123611.75027198925,15525.0,130,45,696908.4113300001
2021-05-21,Yes,2024-09-20,174.0,174,138542.24606920098,139142.24606920098,20986088.4603892,123362.24606920096,15180.0,130,44,685505.1366800001
2021-05-28,Yes,2024-09-20,173.0,173,136157.12728153204,136757.12728153204,20436232.453991532,120287.12728153203,15870.0,127,46,667276.35029
2021-06-04,Yes,2024-09-27,173.0,173,134138.3068962029,134738.3068962029,21990951.1119762,117923.30689620289,16215.0,126,47,650576.82792
2021-06-11,Yes,2024-09-27,172.0,172,132553.1742130528,133153.1742130528,21324631.33784305,116338.17421305277,16215.0,125,47,630319.62737
2021-06-18,Yes,2024-09-27,171.0,171,129608.67817518179,130208.67817518179,20782084.84230518,112013.67817518179,17595.0,120,51,614006.63587
2021-06-25,Yes,2024-09-27,170.0,170,127994.46322983902,128594.46322983902,20320814.081069835,110399.46322983902,17595.0,119,51,600110.1101599999
2021-07-02,Yes,2024-10-11,171.0,171,126391.26312328233,126991.26312328233,20849982.080373283,107761.26312328233,18630.0,117,54,583235.8227500002
2021-07-09,Yes,2024-10-11,170.0,170,124518.96013526636,125118.96013526636,20472870.322455272,103818.96013526636,20700.0,110,60,572600.9426800001
2021-07-16,Yes,2024-11-08,173.0,173,123886.69440676057,124486.69440676057,26128675.264456764,102151.69440676057,21735.0,110,63,558066.1959499998
2021-07-23,Yes,2024-11-08,172.0,172,121373.58972006917,121973.58972006917,25501763.02588007,98258.58972006917,23115.0,105,67,544506.50984
2021-07-30,Yes,2024-11-08,171.0,171,118790.67305158259,119390.67305158259,24692477.744661584,94985.67305158259,23805.0,102,69,526940.92339
2021-08-06,Yes,2024-11-08,170.0,170,117928.42543349334,118528.42543349334,24090198.632683497,93433.42543349334,24495.0,99,71,513670.66675
2021-08-13,Yes,2024-11-08,169.0,169,116476.90601769698,117076.90601769698,23397564.316877693,92326.90601769698,24150.0,99,70,498482.93714
2021-08-20,Yes,2024-11-08,168.0,168,115169.92529923155,115769.92529923155,22717342.931819234,91019.92529923155,24150.0,98,70,483544.88748
2021-08-27,Yes,2024-11-08,167.0,167,113426.64929591537,114026.64929591537,22007062.386985913,88931.64929591537,24495.0,96,71,468052.62131
2021-09-03,Yes,2024-11-08,166.0,166,111392.23694397399,111992.23694397399,21273826.619883977,86897.23694397399,24495.0,95,71,452079.7250600001
2021-09-10,Yes,2024-11-08,165.0,165,108354.51474763913,108954.51474763913,20682024.63531764,81789.51474763913,26565.0,88,77,439467.03543
2021-09-17,Yes,2024-11-08,164.0,164,106741.67191217146,107341.67191217146,20041965.11166217,80521.67191217146,26220.0,88,76,425492.15124999994
2021-09-24,Yes,2024-11-22,165.0,165,105840.52833700618,106440.52833700618,22271536.400527004,78930.52833700618,26910.0,87,78,412224.34180999995
2021-10-01,Yes,2024-11-22,164.0,164,104796.84193971883,105396.84193971883,21624388.704489715,77886.84193971883,26910.0,86,78,399815.16745000007
2021-10-08,Yes,2024-11-22,163.0,163,103639.10988922877,104239.10988922877,21279997.852449223,76039.10988922877,27600.0,83,80,393268.15144
