idea_id,family,description,final_balance,deposited,cagr_percent,daily_drawdown,closed_drawdown,trades,days_in_position,dd_improvement_pp,cagr_change_pp,cagr_retention
59,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 15, ""session_loss"": 0.0075}",89148645.35467003,10000.0,199.0073848366719,0.7801890098840117,0.7698016931955899,376,805,6.653470703492747,-652.2094600759817,0.23379164313541367
60,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 30, ""session_loss"": 0.0075}",58987830.82062001,10000.0,184.50106398225162,0.7737101852724035,0.7698386375785382,376,819,7.301353164653568,-666.715780930402,0.21674978013526497
61,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 3, ""session_loss"": 0.01}",215912471.46064982,10000.0,232.61643569361837,0.7722740554672247,0.762227570746958,376,868,7.44496614517145,-618.6004092190353,0.27327517903794296
62,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 5, ""session_loss"": 0.01}",266913678.42756003,10000.0,241.2194422637928,0.783283275070473,0.7733010266517018,376,871,6.34404418484662,-609.9974026488608,0.2833818946434797
63,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 10, ""session_loss"": 0.01}",182280763.04211992,10000.0,225.9028989833049,0.7943139671491946,0.7854597214291426,376,874,5.240974976974466,-625.3139459293487,0.2653881914266929
64,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 15, ""session_loss"": 0.01}",297556210.84156007,10000.0,245.71441103415538,0.8016822481872371,0.793384149348362,376,881,4.504146873170212,-605.5024338784983,0.2886625335279508
65,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 30, ""session_loss"": 0.01}",500989268.24568987,10000.0,268.09859669002606,0.6907188333464438,0.6907188333464438,376,894,15.600488357249542,-583.1182482226276,0.31495922371876534
66,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 3, ""session_loss"": 0.0125}",798070936.0846999,10000.0,289.3275399614522,0.838180062785284,0.8330390016566555,376,964,0.854365413365521,-561.8893049512014,0.33989874811645804
67,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 5, ""session_loss"": 0.0125}",626401405.6448402,10000.0,278.1360223529267,0.8381800778695342,0.8330390172201361,376,964,0.8543639049405027,-573.0808225597269,0.32675107878236037
68,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 10, ""session_loss"": 0.0125}",362059004.3034101,10000.0,253.97998615381317,0.8421834722067887,0.837169600427712,376,965,0.4540244712150532,-597.2368587588405,0.29837283845090606
